index_name,January_2012,February_2012,March_2012,April_2012,May_2012,June_2012,July_2012,August_2012,September_2012,October_2012,November_2012,December_2012,January_2013,February_2013,March_2013,April_2013,May_2013,June_2013,July_2013,August_2013,September_2013,October_2013,November_2013,December_2013,January_2014,February_2014,March_2014,April_2014,May_2014,June_2014,July_2014,August_2014,September_2014,October_2014,November_2014,December_2014,January_2015,February_2015,March_2015,April_2015,May_2015,June_2015,July_2015,August_2015,September_2015,October_2015,November_2015,December_2015,January_2016,February_2016,March_2016,April_2016,May_2016,June_2016,July_2016,August_2016,September_2016,October_2016,November_2016,December_2016,January_2017,February_2017,March_2017,April_2017,May_2017,June_2017,July_2017,August_2017,September_2017,October_2017,November_2017,December_2017,01_2018,02_2018,03_2018,04_2018,05_2018,06_2018,07_2018,08_2018,09_2018,10_2018,11_2018,12_2018,01_2019,02_2019,03_2019,04_2019,05_2019,06_2019,07_2019,08_2019,09_2019,10_2019,11_2019,12_2019,01_2020,02_2020,03_2020,04_2020,05_2020,06_2020,07_2020,08_2020,09_2020,10_2020,11_2020,12_2020,01_2021,02_2021,03_2021,04_2021,05_2021,06_2021,07_2021,08_2021,09_2021,10_2021,11_2021,12_2021
AS-WP,28.55,29.0,28.227272727272727,28.61904761904762,29.863636363636363,30.80952380952381,30.428571428571427,31.130434782608695,35.89473684210526,35.40909090909091,37.05263157894737,29.5,33.666666666666664,33.94736842105263,34.76190476190476,35.36363636363637,34.36363636363637,36.0,26.318181818181817,32.36363636363637,35.1,29.5,33.5,30.105263157894736,32.333333333333336,37.05263157894737,35.76190476190476,33.40909090909091,35.38095238095238,30.095238095238095,29.681818181818183,30.80952380952381,36.857142857142854,35.22727272727273,30.647058823529413,25.42105263157895,32.89473684210526,34.31578947368421,35.27272727272727,31.272727272727273,30.2,32.90909090909091,31.454545454545453,32.333333333333336,30.333333333333332,34.38095238095238,30.88888888888889,28.85,29.36842105263158,32.0,21.782608695652176,27.095238095238095,27.904761904761905,30.40909090909091,30.5,27.565217391304348,34.333333333333336,31.35,35.36842105263158,33.73684210526316,36.6,38.526315789473685,38.69565217391305,33.0,31.045454545454547,30.5,28.789473684210527,26.47826086956522,30.15,28.38095238095238,28.736842105263158,28.31578947368421,28.047619047619047,30.894736842105264,28.90909090909091,32.95238095238095,30.863636363636363,17.523809523809526,15.904761904761905,15.434782608695652,15.105263157894736,15.5,14.842105263157896,10.88888888888889,11.761904761904763,11.631578947368421,10.761904761904763,10.954545454545455,10.636363636363637,10.55,10.863636363636363,11.636363636363637,11.7,11.454545454545455,12.166666666666666,10.31578947368421,11.523809523809524,12.263157894736842,7.545454545454546,1.9090909090909092,1.8,3.409090909090909,3.590909090909091,2.761904761904762,2.8095238095238093,2.2857142857142856,2.611111111111111,2.6,2.1578947368421053,1.3157894736842106,2.8260869565217392,1.8181818181818181,3.0,2.3181818181818183,2.5454545454545454,3.090909090909091,2.4545454545454546,2.2857142857142856,3.409090909090909,2.5652173913043477
AS-SS,4.9,5.2,5.2727272727272725,5.619047619047619,5.681818181818182,5.238095238095238,4.428571428571429,5.913043478260869,6.052631578947368,7.5,7.105263157894737,5.5,5.714285714285714,6.684210526315789,5.9523809523809526,5.2272727272727275,5.045454545454546,6.6,4.5,7.090909090909091,7.85,5.409090909090909,4.333333333333333,5.473684210526316,5.428571428571429,5.2105263157894735,5.809523809523809,5.454545454545454,6.238095238095238,6.476190476190476,7.363636363636363,10.333333333333334,10.714285714285714,8.863636363636363,9.941176470588236,10.736842105263158,9.578947368421053,10.473684210526315,8.090909090909092,7.363636363636363,8.35,8.772727272727273,7.409090909090909,6.714285714285714,8.666666666666666,9.047619047619047,9.61111111111111,8.1,8.894736842105264,15.5,17.217391304347824,16.238095238095237,16.285714285714285,17.272727272727273,13.65,11.173913043478262,10.571428571428571,10.4,9.736842105263158,8.368421052631579,7.9,9.68421052631579,9.0,10.15,10.045454545454545,13.136363636363637,11.210526315789474,11.608695652173912,10.95,11.238095238095237,12.210526315789474,11.210526315789474,12.952380952380953,12.631578947368421,12.227272727272727,10.714285714285714,10.272727272727273,9.80952380952381,9.571428571428571,8.347826086956522,9.473684210526315,7.590909090909091,6.368421052631579,7.277777777777778,7.904761904761905,7.578947368421052,7.809523809523809,10.272727272727273,9.136363636363637,10.25,10.318181818181818,9.0,11.15,12.136363636363637,11.38888888888889,9.789473684210526,11.714285714285714,10.473684210526315,4.136363636363637,0.45454545454545453,0.65,1.0454545454545454,1.6363636363636365,0.8095238095238095,2.3333333333333335,1.5714285714285714,1.2777777777777777,0.85,1.1578947368421053,1.5789473684210527,1.6956521739130435,1.7272727272727273,2.55,2.3181818181818183,2.1818181818181817,1.9545454545454546,2.590909090909091,3.0476190476190474,3.727272727272727,2.8260869565217392
AS-SB,9.85,10.0,12.272727272727273,10.857142857142858,11.454545454545455,12.571428571428571,13.285714285714286,15.130434782608695,14.68421052631579,16.0,15.157894736842104,15.5,13.333333333333334,13.894736842105264,12.761904761904763,13.318181818181818,14.272727272727273,15.15,12.863636363636363,14.409090909090908,14.1,12.5,17.0,18.63157894736842,14.714285714285714,13.368421052631579,15.619047619047619,14.590909090909092,15.619047619047619,16.047619047619047,15.0,15.19047619047619,14.666666666666666,16.181818181818183,16.235294117647058,16.736842105263158,18.263157894736842,18.0,17.09090909090909,15.727272727272727,16.65,17.818181818181817,17.136363636363637,20.047619047619047,19.38095238095238,20.047619047619047,17.88888888888889,16.75,20.263157894736842,21.35,18.608695652173914,17.238095238095237,16.761904761904763,21.0,19.35,18.347826086956523,18.952380952380953,15.15,17.842105263157894,16.842105263157894,14.4,14.526315789473685,17.043478260869566,16.0,16.90909090909091,16.136363636363637,14.526315789473685,13.869565217391305,15.6,16.0,14.157894736842104,11.052631578947368,14.476190476190476,14.894736842105264,16.045454545454547,15.285714285714286,12.409090909090908,13.904761904761905,12.761904761904763,14.652173913043478,13.473684210526315,12.045454545454545,11.631578947368421,13.444444444444445,16.238095238095237,16.42105263157895,14.285714285714286,13.954545454545455,12.090909090909092,13.15,15.0,14.136363636363637,14.5,12.727272727272727,13.944444444444445,14.105263157894736,13.428571428571429,13.789473684210526,7.136363636363637,4.045454545454546,4.1,4.5,3.6363636363636362,3.5238095238095237,3.5238095238095237,4.190476190476191,3.8333333333333335,4.25,4.421052631578948,4.2631578947368425,5.086956521739131,3.9545454545454546,5.3,4.636363636363637,4.681818181818182,5.318181818181818,6.090909090909091,5.523809523809524,5.181818181818182,4.217391304347826
AS-SO,53.6,39.05,46.45454545454545,49.61904761904762,52.40909090909091,49.333333333333336,50.714285714285715,60.0,49.94736842105263,49.18181818181818,55.10526315789474,52.611111111111114,59.857142857142854,41.73684210526316,48.857142857142854,54.54545454545455,56.77272727272727,61.3,49.90909090909091,69.5909090909091,59.15,48.22727272727273,43.666666666666664,70.84210526315789,66.57142857142857,46.31578947368421,59.714285714285715,56.72727272727273,59.61904761904762,67.57142857142857,69.77272727272727,79.04761904761905,61.095238095238095,59.90909090909091,55.1764705882353,66.42105263157895,64.78947368421052,49.36842105263158,61.77272727272727,61.5,70.2,72.77272727272727,69.4090909090909,81.33333333333333,62.04761904761905,65.71428571428571,66.44444444444444,68.35,73.84210526315789,57.4,64.95652173913044,63.523809523809526,67.71428571428571,75.95454545454545,77.4,80.91304347826087,66.52380952380952,69.9,67.47368421052632,64.57894736842105,63.4,49.578947368421055,55.43478260869565,62.2,65.45454545454545,67.0,74.84210526315789,76.65217391304348,59.8,62.714285714285715,74.3157894736842,61.05263157894737,63.61904761904762,49.8421052631579,58.45454545454545,62.285714285714285,67.04545454545455,65.47619047619048,73.95238095238095,69.17391304347827,58.05263157894737,59.81818181818182,58.0,54.22222222222222,58.80952380952381,48.94736842105263,52.857142857142854,57.59090909090909,61.13636363636363,60.7,65.63636363636364,65.0,53.45,54.27272727272727,54.388888888888886,58.1578947368421,57.333333333333336,47.10526315789474,20.318181818181817,0.8636363636363636,1.15,1.3636363636363635,3.0,2.2857142857142856,2.5238095238095237,4.9523809523809526,4.277777777777778,3.8,2.8421052631578947,2.789473684210526,3.3043478260869565,5.590909090909091,7.65,13.454545454545455,20.045454545454547,25.40909090909091,20.772727272727273,22.904761904761905,25.863636363636363,24.52173913043478
AS-MB,26.8,27.75,28.045454545454547,28.095238095238095,29.09090909090909,31.666666666666668,30.61904761904762,29.17391304347826,28.36842105263158,32.90909090909091,33.31578947368421,32.72222222222222,32.38095238095238,34.73684210526316,31.857142857142858,31.863636363636363,32.31818181818182,33.45,24.818181818181817,33.72727272727273,33.1,31.5,33.55555555555556,31.894736842105264,34.714285714285715,34.68421052631579,37.857142857142854,37.27272727272727,39.61904761904762,36.95238095238095,41.27272727272727,39.04761904761905,39.80952380952381,44.81818181818182,44.35294117647059,41.78947368421053,45.0,44.05263157894737,46.04545454545455,40.18181818181818,42.9,44.18181818181818,45.04545454545455,44.666666666666664,47.142857142857146,45.333333333333336,44.55555555555556,37.7,48.21052631578947,48.55,51.91304347826087,50.666666666666664,51.0,50.59090909090909,50.35,51.73913043478261,53.476190476190474,56.15,54.473684210526315,44.26315789473684,45.1,45.421052631578945,45.56521739130435,43.2,47.63636363636363,44.27272727272727,44.89473684210526,50.95652173913044,45.2,47.095238095238095,46.578947368421055,36.0,42.04761904761905,43.31578947368421,41.59090909090909,39.19047619047619,42.59090909090909,39.095238095238095,37.80952380952381,36.30434782608695,35.526315789473685,37.45454545454545,31.57894736842105,29.27777777777778,30.571428571428573,34.21052631578947,32.38095238095238,30.681818181818183,30.454545454545453,33.8,33.40909090909091,33.72727272727273,34.7,36.40909090909091,36.72222222222222,32.26315789473684,35.285714285714285,35.94736842105263,14.409090909090908,1.1363636363636365,0.9,1.3181818181818181,2.227272727272727,2.619047619047619,2.6666666666666665,2.3333333333333335,3.111111111111111,2.0,2.4210526315789473,2.0,2.217391304347826,3.090909090909091,4.6,6.0,5.7727272727272725,6.5,6.7272727272727275,6.809523809523809,7.7272727272727275,4.043478260869565
MA-RM,183.1,178.8,184.63636363636363,170.04761904761904,172.36363636363637,172.85714285714286,169.8095238095238,181.0,196.8421052631579,196.6818181818182,187.3684210526316,179.05555555555554,179.95238095238096,192.52631578947367,192.28571428571428,188.77272727272728,197.8181818181818,175.2,133.54545454545453,165.27272727272728,181.05,151.5909090909091,167.55555555555554,166.6315789473684,169.8095238095238,168.05263157894737,172.23809523809524,170.04545454545453,180.8095238095238,171.85714285714286,170.45454545454547,167.0952380952381,171.95238095238096,174.4090909090909,182.76470588235293,167.10526315789474,169.42105263157896,186.31578947368422,187.86363636363637,186.27272727272728,178.15,180.3181818181818,174.4090909090909,183.23809523809524,190.52380952380952,187.38095238095238,170.55555555555554,158.1,160.57894736842104,170.2,170.65217391304347,177.95238095238096,167.9047619047619,165.72727272727272,164.75,168.8695652173913,169.61904761904762,172.8,170.6315789473684,163.47368421052633,162.75,162.05263157894737,169.7391304347826,160.05,169.6818181818182,162.5909090909091,151.31578947368422,162.2608695652174,170.8,173.95238095238096,166.6315789473684,156.6315789473684,154.14285714285714,152.78947368421052,137.8181818181818,141.8095238095238,150.6818181818182,138.76190476190476,137.9047619047619,145.65217391304347,149.10526315789474,155.27272727272728,144.6315789473684,136.77777777777777,135.14285714285714,131.42105263157896,143.47619047619048,143.22727272727272,149.22727272727272,149.2,144.63636363636363,153.13636363636363,165.8,165.45454545454547,166.55555555555554,160.21052631578948,155.47619047619048,166.52631578947367,95.45454545454545,32.54545454545455,34.9,42.13636363636363,46.04545454545455,47.42857142857143,47.42857142857143,46.095238095238095,46.333333333333336,44.95,41.94736842105263,44.578947368421055,47.52173913043478,52.90909090909091,58.45,59.45454545454545,56.86363636363637,67.5,66.81818181818181,72.28571428571429,65.86363636363636,70.8695652173913
MA-EN,292.0,304.9,293.0,287.14285714285717,292.95454545454544,306.4761904761905,288.76190476190476,289.2173913043478,316.63157894736844,314.3636363636364,306.3157894736842,293.6666666666667,297.42857142857144,307.8421052631579,311.9047619047619,295.5,299.72727272727275,304.2,239.13636363636363,300.22727272727275,300.55,259.6363636363636,282.1111111111111,278.10526315789474,280.0,292.4736842105263,295.2857142857143,286.6363636363636,295.95238095238096,283.6190476190476,276.45454545454544,283.0952380952381,292.23809523809524,300.0,289.94117647058823,277.1578947368421,303.1578947368421,295.94736842105266,301.22727272727275,297.77272727272725,295.45,295.3636363636364,290.5,298.57142857142856,316.4761904761905,318.6190476190476,309.8888888888889,301.65,291.36842105263156,304.1,293.6521739130435,301.3333333333333,290.6190476190476,283.72727272727275,277.4,274.5217391304348,290.7142857142857,297.45,298.42105263157896,276.7894736842105,280.85,283.2105263157895,292.3478260869565,288.6,299.95454545454544,293.3636363636364,283.7368421052632,287.4347826086956,293.45,283.0,281.63157894736844,267.8421052631579,267.5238095238095,283.36842105263156,264.40909090909093,264.8095238095238,274.27272727272725,255.8095238095238,242.23809523809524,242.6086956521739,258.42105263157896,258.3181818181818,238.68421052631578,230.66666666666666,235.0952380952381,239.0,242.28571428571428,242.3181818181818,238.36363636363637,235.4,225.86363636363637,244.13636363636363,259.85,249.8181818181818,244.55555555555554,225.1578947368421,241.71428571428572,243.57894736842104,137.5909090909091,39.36363636363637,40.05,48.95454545454545,50.68181818181818,52.95238095238095,54.714285714285715,59.76190476190476,53.888888888888886,49.1,47.21052631578947,51.89473684210526,52.869565217391305,59.45454545454545,64.75,70.5,72.95454545454545,81.18181818181819,88.13636363636364,93.57142857142857,88.36363636363636,82.78260869565217
MA-EP,135.3,133.25,135.27272727272728,134.38095238095238,134.95454545454547,138.1904761904762,133.85714285714286,134.7826086956522,138.47368421052633,138.6818181818182,143.94736842105263,128.11111111111111,133.52380952380952,130.57894736842104,136.38095238095238,124.63636363636364,133.5909090909091,140.15,109.13636363636364,126.63636363636364,122.5,114.72727272727273,119.66666666666667,117.3157894736842,128.1904761904762,124.05263157894737,123.0952380952381,121.0,134.42857142857142,121.57142857142857,117.86363636363636,120.28571428571429,122.14285714285714,134.22727272727272,129.47058823529412,121.10526315789474,127.47368421052632,123.6842105263158,132.13636363636363,126.0909090909091,129.5,127.18181818181819,124.77272727272727,121.38095238095238,120.66666666666667,129.42857142857142,120.16666666666667,113.15,119.47368421052632,125.55,127.3913043478261,127.14285714285714,125.80952380952381,125.18181818181819,126.15,126.08695652173913,131.85714285714286,137.35,139.52631578947367,128.78947368421052,130.8,127.10526315789474,132.08695652173913,130.05,127.9090909090909,127.04545454545455,125.05263157894737,119.04347826086956,121.15,128.0,127.84210526315789,117.94736842105263,121.0,124.63157894736842,127.13636363636364,115.0,123.27272727272727,128.23809523809524,117.23809523809524,113.47826086956522,118.57894736842105,116.27272727272727,107.26315789473684,103.94444444444444,105.42857142857143,102.10526315789474,110.9047619047619,107.45454545454545,109.9090909090909,118.4,113.63636363636364,124.5909090909091,127.1,126.54545454545455,129.55555555555554,117.3157894736842,127.23809523809524,131.10526315789474,64.36363636363636,15.318181818181818,14.75,19.681818181818183,20.40909090909091,23.095238095238095,22.571428571428573,23.476190476190474,22.88888888888889,21.15,20.210526315789473,22.36842105263158,24.47826086956522,29.0,34.1,33.68181818181818,36.40909090909091,42.27272727272727,47.40909090909091,46.95238095238095,47.04545454545455,45.608695652173914
MA-NB,94.25,100.3,93.86363636363636,91.57142857142857,105.0,96.0,92.66666666666667,94.78260869565217,98.89473684210526,95.63636363636364,95.26315789473684,95.27777777777777,103.23809523809524,106.21052631578948,104.71428571428571,101.0909090909091,110.27272727272727,103.1,74.13636363636364,95.4090909090909,107.5,95.4090909090909,101.72222222222223,93.73684210526316,97.28571428571429,101.52631578947368,105.66666666666667,97.18181818181819,108.47619047619048,95.14285714285714,91.22727272727273,90.57142857142857,105.0,107.54545454545455,104.17647058823529,90.0,105.63157894736842,102.0,106.0,106.5,108.35,95.86363636363636,90.0,95.42857142857143,109.57142857142857,108.85714285714286,102.27777777777777,95.55,103.47368421052632,99.75,93.30434782608695,99.47619047619048,108.71428571428571,95.95454545454545,86.1,89.43478260869566,98.0952380952381,102.1,100.0,95.6842105263158,97.65,102.36842105263158,103.04347826086956,89.9,93.45454545454545,86.95454545454545,81.10526315789474,83.65217391304348,85.8,86.66666666666667,92.6842105263158,87.57894736842105,86.76190476190476,87.63157894736842,81.5909090909091,77.85714285714286,82.27272727272727,76.71428571428571,74.52380952380952,75.43478260869566,80.36842105263158,82.13636363636364,76.42105263157895,70.27777777777777,76.85714285714286,71.89473684210526,79.0,77.54545454545455,76.13636363636364,79.5,84.5,83.0,90.5,90.31818181818181,83.72222222222223,80.0,86.52380952380952,87.6842105263158,36.40909090909091,7.2272727272727275,10.2,14.590909090909092,12.909090909090908,13.380952380952381,12.904761904761905,16.0,16.77777777777778,12.3,11.789473684210526,12.789473684210526,16.347826086956523,18.681818181818183,21.55,24.59090909090909,25.681818181818183,29.40909090909091,30.0,32.904761904761905,31.5,28.956521739130434
MA-BK,443.95,499.7,479.6363636363636,460.23809523809524,438.95454545454544,454.4761904761905,455.42857142857144,449.2173913043478,468.89473684210526,486.90909090909093,484.7368421052632,407.77777777777777,429.7142857142857,504.8421052631579,466.4761904761905,463.6363636363636,438.95454545454544,420.45,343.6363636363636,424.95454545454544,474.05,414.1818181818182,440.05555555555554,386.3157894736842,429.2857142857143,491.7368421052632,462.95238095238096,449.04545454545456,427.6190476190476,404.14285714285717,410.6363636363636,445.6190476190476,454.14285714285717,477.6363636363636,457.3529411764706,386.7368421052632,424.7368421052632,470.1578947368421,457.1818181818182,466.6818181818182,422.9,417.95454545454544,426.45454545454544,424.3809523809524,476.9047619047619,475.0952380952381,451.22222222222223,388.05,426.1578947368421,476.25,434.04347826086956,429.42857142857144,402.5238095238095,383.8181818181818,407.45,397.39130434782606,436.57142857142856,429.55,429.7368421052632,358.5263157894737,392.55,442.5263157894737,436.82608695652175,417.9,389.1363636363636,377.1818181818182,391.89473684210526,387.04347826086956,398.0,408.3809523809524,397.4736842105263,330.0,351.2857142857143,388.5263157894737,353.6363636363636,344.14285714285717,333.3181818181818,341.04761904761904,313.04761904761904,310.6521739130435,334.3157894736842,346.77272727272725,309.05263157894734,280.6666666666667,312.95238095238096,349.0,327.57142857142856,337.40909090909093,323.77272727272725,327.65,332.72727272727275,324.54545454545456,358.85,346.6363636363636,340.27777777777777,299.8421052631579,335.8095238095238,373.4736842105263,155.13636363636363,21.181818181818183,22.85,30.636363636363637,31.045454545454547,32.76190476190476,37.904761904761905,37.904761904761905,38.77777777777778,34.0,30.05263157894737,34.1578947368421,35.52173913043478,45.90909090909091,48.35,51.31818181818182,60.54545454545455,93.86363636363636,129.63636363636363,133.23809523809524,114.36363636363636,99.21739130434783
MA-AS,110.05,112.65,112.63636363636364,112.76190476190476,114.4090909090909,118.80952380952381,109.52380952380952,106.56521739130434,107.63157894736842,111.95454545454545,105.0,105.44444444444444,114.0,120.21052631578948,126.19047619047619,118.0909090909091,123.63636363636364,115.9,80.86363636363636,109.13636363636364,113.9,94.54545454545455,109.16666666666667,109.57894736842105,108.76190476190476,111.84210526315789,113.33333333333333,109.31818181818181,111.95238095238095,116.71428571428571,107.54545454545455,103.80952380952381,100.9047619047619,103.04545454545455,101.52941176470588,106.10526315789474,107.52631578947368,106.94736842105263,101.72727272727273,102.63636363636364,109.2,115.45454545454545,109.72727272727273,108.66666666666667,104.66666666666667,110.04761904761905,114.44444444444444,104.85,107.57894736842105,104.95,102.21739130434783,108.14285714285714,104.9047619047619,104.5,107.05,101.17391304347827,100.61904761904762,97.3,97.89473684210526,92.36842105263158,103.65,101.73684210526316,106.17391304347827,93.05,99.04545454545455,100.04545454545455,93.73684210526316,89.47826086956522,94.35,95.71428571428571,86.94736842105263,87.73684210526316,83.52380952380952,87.84210526315789,84.86363636363636,84.38095238095238,88.54545454545455,92.57142857142857,90.42857142857143,88.3913043478261,89.26315789473684,82.4090909090909,85.3157894736842,78.5,84.71428571428571,82.94736842105263,87.66666666666667,86.63636363636364,90.5,91.25,98.72727272727273,93.5,93.15,94.0909090909091,93.5,90.21052631578948,100.47619047619048,96.63157894736842,48.22727272727273,12.863636363636363,13.8,16.818181818181817,15.318181818181818,16.0,15.952380952380953,19.761904761904763,20.166666666666668,17.6,16.68421052631579,18.36842105263158,20.0,21.227272727272727,19.05,23.636363636363637,27.09090909090909,33.0,37.31818181818182,39.76190476190476,36.27272727272727,29.217391304347824
MA-MA,15.2,16.55,16.636363636363637,16.476190476190474,16.90909090909091,25.095238095238095,18.571428571428573,21.47826086956522,20.36842105263158,21.863636363636363,18.263157894736842,15.88888888888889,17.476190476190474,17.736842105263158,19.095238095238095,17.5,25.545454545454547,20.25,17.40909090909091,17.5,20.0,16.545454545454547,19.38888888888889,18.789473684210527,16.19047619047619,20.210526315789473,21.952380952380953,22.09090909090909,20.238095238095237,17.285714285714285,19.90909090909091,21.333333333333332,19.80952380952381,25.09090909090909,23.352941176470587,29.736842105263158,29.894736842105264,27.31578947368421,28.318181818181817,25.954545454545453,33.05,26.454545454545453,24.545454545454547,29.80952380952381,28.523809523809526,30.238095238095237,26.61111111111111,23.5,23.42105263157895,31.0,29.52173913043478,26.80952380952381,30.047619047619047,28.681818181818183,31.25,27.47826086956522,32.42857142857143,31.35,27.789473684210527,26.36842105263158,39.45,27.63157894736842,39.95652173913044,28.55,33.27272727272727,34.54545454545455,29.42105263157895,27.695652173913043,27.8,37.57142857142857,37.8421052631579,40.578947368421055,41.523809523809526,47.10526315789474,50.40909090909091,44.57142857142857,46.04545454545455,42.04761904761905,35.904761904761905,34.869565217391305,34.78947368421053,39.45454545454545,38.526315789473685,31.444444444444443,37.285714285714285,39.421052631578945,39.0,40.45454545454545,44.90909090909091,43.95,46.40909090909091,45.13636363636363,59.55,57.59090909090909,51.27777777777778,48.578947368421055,49.857142857142854,52.89473684210526,31.09090909090909,7.454545454545454,7.65,9.772727272727273,9.818181818181818,7.619047619047619,7.142857142857143,7.666666666666667,7.111111111111111,6.25,7.157894736842105,7.368421052631579,7.086956521739131,10.863636363636363,9.85,12.090909090909092,14.818181818181818,12.954545454545455,19.59090909090909,14.904761904761905,14.863636363636363,17.52173913043478
MA-19,198.35,205.4,199.63636363636363,202.33333333333334,210.45454545454547,207.9047619047619,202.57142857142858,193.08695652173913,210.8421052631579,204.72727272727272,201.31578947368422,196.22222222222223,201.8095238095238,206.21052631578948,196.0952380952381,197.95454545454547,196.72727272727272,189.95,149.0909090909091,186.04545454545453,184.25,154.45454545454547,176.16666666666666,165.21052631578948,183.61904761904762,182.10526315789474,191.0,198.22727272727272,195.14285714285714,193.66666666666666,194.54545454545453,192.47619047619048,190.42857142857142,201.54545454545453,197.94117647058823,189.10526315789474,201.94736842105263,205.26315789473685,207.6818181818182,206.04545454545453,208.8,241.5909090909091,200.04545454545453,213.9047619047619,219.23809523809524,220.61904761904762,208.22222222222223,190.3,215.26315789473685,221.8,205.6086956521739,206.0,202.76190476190476,209.04545454545453,195.35,192.56521739130434,211.85714285714286,209.85,214.8421052631579,192.73684210526315,209.9,215.26315789473685,223.17391304347825,210.7,208.54545454545453,228.54545454545453,201.0,198.7391304347826,196.3,208.71428571428572,202.47368421052633,182.1578947368421,195.61904761904762,199.73684210526315,196.5,189.0,204.45454545454547,231.57142857142858,198.57142857142858,184.2608695652174,195.42105263157896,203.86363636363637,189.21052631578948,175.55555555555554,207.57142857142858,211.78947368421052,215.95238095238096,216.13636363636363,217.22727272727272,209.4,204.13636363636363,208.0,222.3,233.0,237.05555555555554,199.31578947368422,220.95238095238096,223.0,95.13636363636364,13.863636363636363,13.3,17.636363636363637,16.863636363636363,17.857142857142858,18.571428571428573,18.666666666666668,19.166666666666668,16.35,15.421052631578947,17.57894736842105,18.043478260869566,21.09090909090909,20.4,28.0,30.045454545454547,31.59090909090909,43.59090909090909,48.714285714285715,49.86363636363637,42.608695652173914
MA-12,250.05,254.35,246.22727272727272,240.52380952380952,266.3636363636364,255.52380952380952,258.85714285714283,259.0,256.36842105263156,266.04545454545456,258.1578947368421,258.0,260.1904761904762,271.1578947368421,264.23809523809524,260.22727272727275,253.6818181818182,262.4,198.77272727272728,243.22727272727272,250.65,218.45454545454547,244.72222222222223,225.0,248.8095238095238,250.3684210526316,254.14285714285714,245.45454545454547,245.33333333333334,253.61904761904762,244.5909090909091,245.14285714285714,261.4761904761905,264.04545454545456,266.5882352941176,255.05263157894737,270.2105263157895,262.94736842105266,266.6363636363636,270.0,243.3,291.1363636363636,258.77272727272725,256.5238095238095,261.3333333333333,269.6190476190476,262.22222222222223,242.95,265.3157894736842,259.65,259.69565217391306,265.3809523809524,249.23809523809524,259.77272727272725,269.9,255.95652173913044,254.04761904761904,247.15,261.3157894736842,219.0,254.9,255.1578947368421,250.8695652173913,246.9,244.27272727272728,272.8181818181818,235.0,234.47826086956522,233.85,231.38095238095238,219.42105263157896,215.05263157894737,228.0,245.6315789473684,224.86363636363637,217.38095238095238,231.13636363636363,259.9047619047619,226.61904761904762,221.7391304347826,218.0,232.54545454545453,218.3684210526316,205.16666666666666,212.57142857142858,226.57894736842104,217.04761904761904,217.4090909090909,223.22727272727272,215.3,228.0909090909091,235.3181818181818,245.1,249.8181818181818,258.8888888888889,244.26315789473685,268.2857142857143,272.4736842105263,124.9090909090909,24.59090909090909,25.6,30.227272727272727,27.0,25.238095238095237,25.0,26.333333333333332,25.22222222222222,23.85,23.736842105263158,25.0,29.869565217391305,34.77272727272727,37.75,40.90909090909091,47.31818181818182,54.45454545454545,57.68181818181818,64.33333333333333,61.68181818181818,54.91304347826087
MA-LM,90.45,115.5,100.0,85.0,91.36363636363636,77.47619047619048,77.23809523809524,88.56521739130434,120.47368421052632,111.5909090909091,101.47368421052632,77.38888888888889,88.71428571428571,119.84210526315789,93.42857142857143,100.95454545454545,83.13636363636364,71.85,57.54545454545455,91.81818181818181,111.65,93.18181818181819,91.66666666666667,71.3157894736842,90.33333333333333,115.63157894736842,100.80952380952381,94.63636363636364,91.0,79.71428571428571,85.04545454545455,92.9047619047619,120.33333333333333,113.04545454545455,105.94117647058823,80.52631578947368,89.52631578947368,102.47368421052632,97.36363636363636,100.04545454545455,88.5,88.4090909090909,76.63636363636364,78.52380952380952,108.33333333333333,106.76190476190476,89.11111111111111,77.15,74.42105263157895,97.85,81.52173913043478,91.19047619047619,87.0,71.81818181818181,77.1,80.08695652173913,94.80952380952381,89.0,90.52631578947368,73.78947368421052,77.3,99.78947368421052,89.1304347826087,77.4,79.9090909090909,70.22727272727273,66.26315789473684,67.56521739130434,83.05,83.76190476190476,77.42105263157895,59.63157894736842,56.857142857142854,78.42105263157895,65.36363636363636,62.57142857142857,60.95454545454545,61.61904761904762,56.61904761904762,63.391304347826086,68.47368421052632,66.04545454545455,60.73684210526316,47.388888888888886,55.80952380952381,68.63157894736842,61.57142857142857,62.27272727272727,63.90909090909091,60.25,54.54545454545455,65.72727272727273,80.45,80.45454545454545,76.22222222222223,56.0,71.04761904761905,87.57894736842105,37.0,7.045454545454546,6.35,8.727272727272727,7.636363636363637,8.095238095238095,6.523809523809524,9.380952380952381,9.166666666666666,8.55,6.368421052631579,8.631578947368421,6.826086956521739,9.454545454545455,7.5,11.090909090909092,12.863636363636363,16.181818181818183,20.181818181818183,22.38095238095238,19.40909090909091,17.782608695652176
